pre_hill,0:00:26.235920,12
pre_anneal,0:00:26.307347,1684
karmarkar,0:00:00.001905,31969
random,0:00:02.425176,558955723
hill,0:00:00.400917,559969885
anneal,0:00:00.423490,218540959
pre_rand,0:00:29.368049,659
pre_hill,0:00:26.383545,681
pre_anneal,0:00:26.613565,223
karmarkar,0:00:00.001625,204218
random,0:00:02.437519,492397658
hill,0:00:00.401563,85936418
anneal,0:00:00.426142,83702298
pre_rand,0:00:28.936357,184
pre_hill,0:00:26.024115,408
pre_anneal,0:00:26.322108,896
karmarkar,0:00:00.002538,126900
random,0:00:02.428941,310404026
hill,0:00:00.400706,365381878
anneal,0:00:00.425928,35130746
pre_rand,0:00:29.393199,106
pre_hill,0:00:26.656546,76
pre_anneal,0:00:26.340631,1914
karmarkar,0:00:00.002162,41307
random,0:00:02.449026,379481311
hill,0:00:00.399552,23257393
anneal,0:00:00.425911,923625615
pre_rand,0:00:29.376666,49
pre_hill,0:00:26.185431,39
pre_anneal,0:00:26.209507,1233
karmarkar,0:00:00.001902,1350704
random,0:00:02.408349,330854942
hill,0:00:00.403209,96942078
anneal,0:00:00.426593,135651416
pre_rand,0:00:29.063906,54
pre_hill,0:00:25.929574,4
pre_anneal,0:00:25.819919,458
karmarkar,0:00:00.001475,1167945
random,0:00:02.371024,724031841
hill,0:00:00.390593,257061463
anneal,0:00:00.415151,23076695
pre_rand,0:00:29.362959,529
pre_hill,0:00:26.154704,131
pre_anneal,0:00:25.782253,611
karmarkar,0:00:00.003041,113512
random,0:00:02.365249,168407586
hill,0:00:00.388659,528642790
anneal,0:00:00.411835,374359556
pre_rand,0:00:28.875037,106
pre_hill,0:00:26.119295,46
pre_anneal,0:00:26.018725,1028
karmarkar,0:00:00.001447,5803
random,0:00:02.390754,89771603
hill,0:00:00.394132,419048315
anneal,0:00:00.419293,556799537
pre_rand,0:00:28.977910,235
pre_hill,0:00:26.011387,219
pre_anneal,0:00:25.937274,569
karmarkar,0:00:00.001595,680741
random,0:00:02.392212,8496623
hill,0:00:00.394934,132819827
anneal,0:00:00.423179,14151391
pre_rand,0:00:29.032484,153
pre_hill,0:00:26.139120,225
pre_anneal,0:00:26.157984,3899
karmarkar,0:00:00.001556,563399
random,0:00:02.363089,76918475
hill,0:00:00.392777,26405133
anneal,0:00:00.412067,8122511
pre_rand,0:00:28.676127,31
pre_hill,0:00:25.728614,175
pre_anneal,0:00:26.615749,57
karmarkar,0:00:00.002572,12485
random,0:00:02.407528,481952467
hill,0:00:00.400164,1099949405
anneal,0:00:00.416120,344929229
pre_rand,0:00:29.057519,491
pre_hill,0:00:25.947330,177
pre_anneal,0:00:25.704968,163
